ImageName	GPS_SOD	CAM
CAM82-20220716140519_989-116.tif	50737.989000	82
CAM13-20220716140520_989-117.tif	50738.989000	13
CAM39-20220716140520_989-117.tif	50738.989000	39
CAM75-20220716140520_989-117.tif	50738.989000	75
CAM82-20220716140520_989-117.tif	50738.989000	82
CAM13-20220716140521_989-118.tif	50739.989000	13
CAM39-20220716140521_989-118.tif	50739.989000	39
CAM75-20220716140521_989-118.tif	50739.989000	75
CAM82-20220716140521_989-118.tif	50739.989000	82
CAM13-20220716140522_989-119.tif	50740.989000	13
CAM39-20220716140522_989-119.tif	50740.989000	39
CAM75-20220716140522_989-119.tif	50740.989000	75
CAM82-20220716140522_989-119.tif	50740.989000	82
CAM13-20220716140523_989-120.tif	50741.989000	13
CAM39-20220716140523_989-120.tif	50741.989000	39
CAM75-20220716140523_989-120.tif	50741.989000	75
CAM82-20220716140523_989-120.tif	50741.989000	82
CAM13-20220716140524_989-121.tif	50742.989000	13
CAM39-20220716140524_989-121.tif	50742.989000	39
CAM75-20220716140524_989-121.tif	50742.989000	75
CAM82-20220716140524_989-121.tif	50742.989000	82
CAM13-20220716140525_989-122.tif	50743.989000	13
CAM39-20220716140525_989-122.tif	50743.989000	39
CAM75-20220716140525_989-122.tif	50743.989000	75
CAM82-20220716140525_989-122.tif	50743.989000	82
CAM13-20220716140526_989-123.tif	50744.989000	13
CAM39-20220716140526_989-123.tif	50744.989000	39
CAM75-20220716140526_989-123.tif	50744.989000	75
CAM82-20220716140526_989-123.tif	50744.989000	82
CAM13-20220716140527_989-124.tif	50745.989000	13
CAM39-20220716140527_989-124.tif	50745.989000	39
CAM75-20220716140527_989-124.tif	50745.989000	75
CAM82-20220716140527_989-124.tif	50745.989000	82
CAM13-20220716140528_989-125.tif	50746.989000	13
CAM39-20220716140528_989-125.tif	50746.989000	39
CAM75-20220716140528_989-125.tif	50746.989000	75
CAM82-20220716140528_989-125.tif	50746.989000	82
CAM13-20220716140529_989-126.tif	50747.989000	13
CAM39-20220716140529_989-126.tif	50747.989000	39
CAM75-20220716140529_989-126.tif	50747.989000	75
CAM82-20220716140529_989-126.tif	50747.989000	82
CAM13-20220716140530_989-127.tif	50748.989000	13
CAM39-20220716140530_989-127.tif	50748.989000	39
CAM75-20220716140530_989-127.tif	50748.989000	75
CAM82-20220716140530_989-127.tif	50748.989000	82
CAM13-20220716140531_989-128.tif	50749.989000	13
CAM39-20220716140531_989-128.tif	50749.989000	39
CAM75-20220716140531_989-128.tif	50749.989000	75
CAM82-20220716140531_989-128.tif	50749.989000	82
CAM13-20220716140532_989-129.tif	50750.989000	13
CAM39-20220716140532_989-129.tif	50750.989000	39
CAM75-20220716140532_989-129.tif	50750.989000	75
CAM82-20220716140532_989-129.tif	50750.989000	82
CAM13-20220716140533_989-130.tif	50751.989000	13
CAM39-20220716140533_989-130.tif	50751.989000	39
CAM75-20220716140533_989-130.tif	50751.989000	75
CAM82-20220716140533_989-130.tif	50751.989000	82
CAM13-20220716140534_989-131.tif	50752.989000	13
CAM39-20220716140534_989-131.tif	50752.989000	39
CAM75-20220716140534_989-131.tif	50752.989000	75
CAM82-20220716140534_989-131.tif	50752.989000	82
CAM13-20220716140535_989-132.tif	50753.989000	13
CAM39-20220716140535_989-132.tif	50753.989000	39
CAM75-20220716140535_989-132.tif	50753.989000	75
CAM82-20220716140535_989-132.tif	50753.989000	82
CAM13-20220716140536_989-133.tif	50754.989000	13
CAM39-20220716140536_989-133.tif	50754.989000	39
CAM75-20220716140536_989-133.tif	50754.989000	75
CAM82-20220716140536_989-133.tif	50754.989000	82
CAM13-20220716140537_989-134.tif	50755.989000	13
CAM39-20220716140537_989-134.tif	50755.989000	39
CAM75-20220716140537_989-134.tif	50755.989000	75
